,county,state,lat,lon,year,date,disastertype,declarationtitle
226,Greenup County,KY,38.5108112,-82.9180186,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
227,Johnson County,KY,37.8397984,-82.8159642,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
228,Knott County,KY,37.3521946,-82.9314574,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
229,Lawrence County,KY,38.0601807,-82.7316588,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
230,Lee County,KY,37.6001442,-83.7073043,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
231,Leslie County,KY,37.082981,-83.3750732,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
232,Letcher County,KY,37.1208843,-82.8451698,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
233,Madison County,KY,37.7298081,-84.2974735,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
234,Lincoln County,KY,37.4657952,-84.6573677,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
235,Jackson County,KY,37.4200233,-83.9913882,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
236,Magoffin County,KY,37.6859873,-83.039044,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
237,Morgan County,KY,37.9198759,-83.2097119,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
238,Martin County,KY,37.8022242,-82.5077178,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
239,Owsley County,KY,37.4082295,-83.681994,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
240,Perry County,KY,37.2203608,-83.1640699,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
241,Powell County,KY,37.8192526,-83.8239902,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
242,Pulaski County,KY,37.1124781,-84.593893,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
243,Rockcastle County,KY,37.3885959,-84.3254309,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
244,Ballard County,KY,37.0231521,-88.9888619,2021,2021-04-23,Flood,"SEVERE,  STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
245,Bedford County,TN,35.5099479,-86.4507189,2021,2021-04-21,Severe Ice Storm,SEVERE WINTER STORMS
246,DeKalb County,TN,35.9804643,-85.83965,2021,2021-04-21,Severe Ice Storm,SEVERE WINTER STORMS
247,Coffee County,TN,35.4906115,-86.069633,2021,2021-04-21,Severe Ice Storm,SEVERE WINTER STORMS
248,Cannon County,TN,35.8044159,-86.0512075,2021,2021-04-21,Severe Ice Storm,SEVERE WINTER STORMS
249,Fentress County,TN,36.3639975,-84.9303411,2021,2021-04-21,Severe Ice Storm,SEVERE WINTER STORMS
250,Jackson County,TN,36.362299,-85.6654772,2021,2021-04-21,Severe Ice Storm,SEVERE WINTER STORMS
251,Moore County,TN,35.2835629,-86.3411514,2021,2021-04-21,Severe Ice Storm,SEVERE WINTER STORMS
252,Overton County,TN,36.3396292,-85.286641,2021,2021-04-21,Severe Ice Storm,SEVERE WINTER STORMS
253,Pickett County,TN,36.5739954,-85.0985126,2021,2021-04-21,Severe Ice Storm,SEVERE WINTER STORMS
254,Putnam County,TN,36.1379872,-85.4553784,2021,2021-04-21,Severe Ice Storm,SEVERE WINTER STORMS
255,Scott County,TN,36.4380433,-84.5095507,2021,2021-04-21,Severe Ice Storm,SEVERE WINTER STORMS
256,Shelby County,TN,35.1782557,-89.8739775,2021,2021-04-21,Severe Ice Storm,SEVERE WINTER STORMS
257,Smith County,TN,36.2549331,-85.9741567918973,2021,2021-04-21,Severe Ice Storm,SEVERE WINTER STORMS
258,Pinal County,AZ,32.8085851,-111.4426212,2021,2021-04-08,Fire,MARGO FIRE
259,Clallam County,WA,47.9998383,-123.7373472,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
260,Columbia County,WA,46.2947665,-117.9174697,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
261,Grays Harbor County,WA,47.1744169,-123.8658829,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
262,Jefferson County,WA,47.7325289,-123.6328565,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
263,Lewis County,WA,46.5612011,-122.4225561,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
264,Klickitat County,WA,45.8767731,-120.7976033,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
265,Mason County,WA,47.3429635,-123.1822758,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
266,Island County,WA,48.2162669,-122.6842402,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
267,Pacific County,WA,46.5334929,-123.768029,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
268,Snohomish County,WA,48.0074736,-121.7304882,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
269,Skagit County,WA,48.4596092,-121.7332784,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
270,Okanogan County,WA,48.361262,-119.5833869,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
271,Puyallup Indian Reservation,WA,48.0728947,-122.7240108,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
272,Wahkiakum County,WA,46.2794223,-123.3452562,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
273,Skamania County,WA,45.966211,-121.9278867,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
274,Pend Oreille County,WA,48.5188671,-117.2778631,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
275,Spokane County,WA,47.5354964,-117.4074674,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
276,Cowlitz County,WA,46.1998625,-122.6931507,2021,2021-04-08,Severe Storms,"SEVERE WINTER STORM,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES"
277,Carter County,KY,38.3199171,-83.0039034,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
278,Boyle County,KY,37.6240938,-84.8540572,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
279,Boyd County,KY,38.3608934,-82.6945926,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
280,Clark County,KY,37.9713791,-84.1550145,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
281,Elliott County,KY,38.1178636,-83.0656398,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
282,Estill County,KY,37.6896864,-83.9407279,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
283,Garrard County,KY,37.6360342,-84.5408428,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
284,Clinton County,KY,36.7190018,-85.1426047,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
285,Bath County,KY,38.1245248,-83.7249243,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
286,Greenup County,KY,38.5108112,-82.9180186,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
287,Breathitt County,KY,37.5248869,-83.2943551,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
288,Floyd County,KY,37.5473459,-82.7645621,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
289,Harlan County,KY,36.8411336,-83.22678,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
290,Jackson County,KY,37.4200233,-83.9913882,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
291,Fleming County,KY,38.3663888,-83.6790737,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
292,Clay County,KY,37.1540436,-83.723144,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
293,Casey County,KY,37.2911032,-84.9146294,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
294,Laurel County,KY,37.1000973,-84.1148273,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
295,Johnson County,KY,37.8397984,-82.8159642,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
296,Lee County,KY,37.6001442,-83.7073043,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
297,Leslie County,KY,37.082981,-83.3750732,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
298,Madison County,KY,37.7298081,-84.2974735,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
299,Lawrence County,KY,38.0601807,-82.7316588,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
300,Lincoln County,KY,37.4657952,-84.6573677,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
301,Marion County,KY,37.5413747,-85.2650391,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
302,Martin County,KY,37.8022242,-82.5077178,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
303,Mercer County,KY,37.8087581,-84.8760836,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
304,Menifee County,KY,37.9357602,-83.6014187,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
305,Magoffin County,KY,37.6859873,-83.039044,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
306,Lewis County,KY,38.5192128,-83.3400338,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
307,Montgomery County,KY,38.0372304,-83.9152368,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
308,McCreary County,KY,36.735774,-84.4960095,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
309,Taylor County,KY,37.3396409,-85.3096607,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
310,Owsley County,KY,37.4082295,-83.681994,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
311,Rowan County,KY,38.1822638,-83.4039128,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
312,Perry County,KY,37.2203608,-83.1640699,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
313,Nicholas County,KY,38.3287954,-84.0153581,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
314,Morgan County,KY,37.9198759,-83.2097119,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
315,Powell County,KY,37.8192526,-83.8239902,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
316,Pulaski County,KY,37.1124781,-84.593893,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
317,Rockcastle County,KY,37.3885959,-84.3254309,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
318,Wayne County,KY,36.7822106,-84.8250848,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
319,Nelson County,KY,37.8078463,-85.4741595,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
320,Whitley County,KY,36.7324324,-84.1512134,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
321,Wolfe County,KY,37.7430509,-83.4868591,2021,2021-03-31,Severe Ice Storm,"SEVERE WINTER STORMS,  LANDSLIDES,  AND MUDSLIDES"
322,Pennington County,SD,43.9955746,-102.7854668,2021,2021-03-29,Fire,SCHROEDER FIRE
324,Allen Parish,LA,30.6558242,-92.8598049,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
325,Ascension Parish,LA,30.2116442,-90.9186104,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
326,Assumption Parish,LA,29.9185432,-91.0533996,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
327,Beauregard Parish,LA,30.6144496,-93.3416829,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
328,Caldwell Parish,LA,32.0820785,-92.1130105,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
329,East Carroll Parish,LA,32.6949938,-91.2605142,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
330,East Feliciana Parish,LA,30.8462165,-91.0405799,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
331,Evangeline Parish,LA,30.6976776,-92.4217813,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
332,Iberia Parish,LA,29.9812242,-91.7451362,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
333,Iberville Parish,LA,30.2120844,-91.3133623,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
334,Jackson Parish,LA,32.2932692,-92.5628442,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
335,Jefferson Parish,LA,29.8502657,-90.1293894,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
336,Acadia Parish,LA,30.2740735,-92.3957036,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
337,Cameron Parish,LA,29.888055,-93.1843025,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
338,Lafourche Parish,LA,29.5820155,-90.3964889,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
339,Jefferson Davis Parish,LA,30.2575503,-92.7886576,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
340,Lafayette Parish,LA,30.2141462,-92.0710624,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
341,St. Bernard Parish,LA,29.8217562,-89.6008692,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
342,Morehouse Parish,LA,32.8326959,-91.8374127,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
343,St. Charles Parish,LA,29.8883177,-90.3794968,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
344,St. Helena Parish,LA,30.8080103,-90.6932182,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
345,St. James Parish,LA,30.0096684,-90.7989525,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
346,Livingston Parish,LA,30.4158699,-90.7189344,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
347,Lincoln Parish,LA,32.598162,-92.6792848,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
348,Pointe Coupee Parish,LA,30.6194283,-91.5740887,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
349,St. Martin Parish,LA,30.1811426,-91.6081116,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
350,St. Landry Parish,LA,30.6174002,-92.0035057,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
351,St. Mary Parish,LA,29.692329,-91.442465,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
352,St. John the Baptist Parish,LA,30.1141748,-90.5276838,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
353,Orleans Parish,LA,30.0801436,-89.9319134,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
354,Plaquemines Parish,LA,29.4291161,-89.5123524,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
355,St. Tammany Parish,LA,30.4243909,-89.9730381,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
356,Tensas Parish,LA,31.9834216,-91.3708695,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
357,Tangipahoa Parish,LA,30.6323024,-90.4315754,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
358,Union Parish,LA,32.8385899,-92.3910295,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
359,Terrebonne Parish,LA,29.4616211,-90.8705871,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
360,Vermilion Parish,LA,29.8411106,-92.3501175,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
361,Vernon Parish,LA,31.0847886,-93.2003582,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
362,Washington Parish,LA,30.8337523,-90.0721467,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
363,Avoyelles Parish,LA,31.0471604,-92.0019698,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
364,West Baton Rouge Parish,LA,30.4514623,-91.3261882,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
365,Bienville Parish,LA,32.3231432,-93.0761115,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
366,Bossier Parish,LA,32.6676663,-93.5959786,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
367,West Feliciana Parish,LA,30.8842729,-91.4016657,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
368,Concordia Parish,LA,31.3941887,-91.6714379,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
369,De Soto Parish,LA,32.0195388,-93.7488946,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
370,Catahoula Parish,LA,31.7294681,-91.8487107,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
371,Calcasieu Parish,LA,30.2232015,-93.3434067,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
372,Claiborne Parish,LA,32.8218607,-93.0097229,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
373,East Baton Rouge Parish,LA,30.5254797,-91.0899217,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
374,La Salle Parish,LA,31.6556926,-92.1601645,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
375,Richland Parish,LA,32.4196791,-91.8105911,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
376,Madison Parish,LA,32.3614697,-91.255051,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
377,Franklin Parish,LA,32.1254252,-91.6778053,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
378,Red River Parish,LA,32.0835604,-93.3111105,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
379,Sabine Parish,LA,31.5223049,-93.5265161,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
380,Rapides Parish,LA,31.1719886,-92.5526386,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
381,Webster Parish,LA,32.6358137,-93.3285187,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
382,West Carroll Parish,LA,32.7864174,-91.4586366,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
383,Caddo Parish,LA,32.529173,-93.8931785,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
384,Grant Parish,LA,31.5748918,-92.5730029,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
385,Ouachita Parish,LA,32.4790511,-92.1615004,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
386,Winn Parish,LA,31.947293,-92.6401816,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
387,Natchitoches Parish,LA,31.6464192,-93.1427138,2021,2021-03-09,Severe Ice Storm,SEVERE WINTER STORMS
388,Bonner County,ID,48.2663565,-116.5952716,2021,2021-03-04,Severe Storms,STRAIGHT-LINE WINDS
389,Kootenai County,ID,47.654857,-116.7162916,2021,2021-03-04,Severe Storms,STRAIGHT-LINE WINDS
390,Shoshone County,ID,47.305486,-115.9583164,2021,2021-03-04,Severe Storms,STRAIGHT-LINE WINDS
391,Benewah County,ID,47.2162961,-116.6654616,2021,2021-03-04,Severe Storms,STRAIGHT-LINE WINDS
392,Alleghany County,NC,36.5029951,-81.1340843,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
393,Alexander County,NC,35.924738,-81.1716315,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
394,Beaufort County,NC,35.469331,-76.8927522,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
395,Ashe County,NC,36.4393554,-81.5076569,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
396,Burke County,NC,35.7270403,-81.6632108,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
397,Edgecombe County,NC,35.9213841,-77.5971695,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
398,Duplin County,NC,34.9464988,-77.9320171,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
399,Davidson County,NC,35.7902384,-80.2115053,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
400,Caldwell County,NC,35.9417876,-81.5262567,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
401,Davie County,NC,35.9375154,-80.5464948,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
402,Iredell County,NC,35.8101636,-80.8805593,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
403,Sampson County,NC,35.0078434,-78.3609662,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
404,Wilson County,NC,35.7059114,-77.9175714,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
405,Yadkin County,NC,36.1497114,-80.67623,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
406,Robeson County,NC,34.6485079,-79.0954942,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
407,Rowan County,NC,35.6315952,-80.5171754,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
408,Hertford County,NC,36.3560545,-77.0115135,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
409,Stokes County,NC,36.4120995,-80.2288089,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
410,Wilkes County,NC,36.1998247,-81.1341351,2021,2021-03-03,Severe Storms,TROPICAL STORM ETA
411,Alfalfa County,OK,36.7201825,-98.3087911,2021,2021-02-24,Severe Ice Storm,SEVERE WINTER STORMS
412,Adair County,OK,35.8783136,-94.6567402,2021,2021-02-24,Severe Ice Storm,SEVERE WINTER STORMS
413,Caddo County,OK,35.131317,-98.3797949,2021,2021-02-24,Severe Ice Storm,SEVERE WINTER STORMS
414,Beaver County,OK,36.7621116,-100.4904955,2021,2021-02-24,Severe Ice Storm,SEVERE WINTER STORMS
415,Bryan County,OK,33.95386,-96.3154827,2021,2021-02-24,Severe Ice Storm,SEVERE WINTER STORMS
416,Choctaw County,OK,34.0246234,-95.52055,2021,2021-02-24,Severe Ice Storm,SEVERE WINTER STORMS
417,Atoka County,OK,34.3284948,-96.017838,2021,2021-02-24,Severe Ice Storm,SEVERE WINTER STORMS
418,Beckham County,OK,35.2496723,-99.6946079,2021,2021-02-24,Severe Ice Storm,SEVERE WINTER STORMS
